ecosystem,namespace,name,version,repo_url,resolution_source
maven,com.expediagroup,graphql-kotlin-automatic-persisted-queries,8.5.0,https://github.com/ExpediaGroup/graphql-kotlin,deps_dev
maven,com.expediagroup,graphql-kotlin-automatic-persisted-queries,8.8.1,https://github.com/ExpediaGroup/graphql-kotlin,deps_dev
maven,com.expediagroup,graphql-kotlin-dataloader,8.5.0,https://github.com/ExpediaGroup/graphql-kotlin,deps_dev
maven,com.expediagroup,graphql-kotlin-dataloader,8.8.1,https://github.com/ExpediaGroup/graphql-kotlin,deps_dev
maven,com.expediagroup,graphql-kotlin-dataloader-instrumentation,8.5.0,https://github.com/ExpediaGroup/graphql-kotlin,deps_dev
maven,com.expediagroup,graphql-kotlin-dataloader-instrumentation,8.8.1,https://github.com/ExpediaGroup/graphql-kotlin,deps_dev
maven,com.expediagroup,graphql-kotlin-federation,8.5.0,https://github.com/ExpediaGroup/graphql-kotlin,deps_dev
maven,com.expediagroup,graphql-kotlin-federation,8.8.1,https://github.com/ExpediaGroup/graphql-kotlin,deps_dev
maven,com.expediagroup,graphql-kotlin-ktor-server,8.5.0,https://github.com/ExpediaGroup/graphql-kotlin,deps_dev
maven,com.expediagroup,graphql-kotlin-schema-generator,8.5.0,https://github.com/ExpediaGroup/graphql-kotlin,deps_dev
maven,com.expediagroup,graphql-kotlin-schema-generator,8.8.1,https://github.com/ExpediaGroup/graphql-kotlin,deps_dev
maven,com.expediagroup,graphql-kotlin-server,8.5.0,https://github.com/ExpediaGroup/graphql-kotlin,deps_dev
maven,com.expediagroup,graphql-kotlin-server,8.8.1,https://github.com/ExpediaGroup/graphql-kotlin,deps_dev
maven,com.expediagroup,graphql-kotlin-spring-server,8.5.0,https://github.com/ExpediaGroup/graphql-kotlin,deps_dev
maven,com.expediagroup,graphql-kotlin-spring-server,8.8.1,https://github.com/ExpediaGroup/graphql-kotlin,deps_dev
maven,com.facebook.thirdparty,libsvm,3.18.1,https://github.com/cberner/libsvm,deps_dev
maven,com.fasterxml,aalto-xml,0.9.11,http://github.com/FasterXML/aalto-xml,deps_dev
maven,com.fasterxml,classmate,1.5.1,https://github.com/FasterXML/java-classmate,deps_dev
maven,com.fasterxml,classmate,1.7.0,https://github.com/FasterXML/java-classmate,deps_dev
maven,com.fasterxml.jackson,jackson-bom,2.15.3,https://github.com/FasterXML/jackson-bom,deps_dev
maven,com.fasterxml.jackson,jackson-bom,2.17.1,https://github.com/FasterXML/jackson-bom,deps_dev
maven,com.fasterxml.jackson,jackson-bom,2.17.2,https://github.com/FasterXML/jackson-bom,deps_dev
maven,com.fasterxml.jackson,jackson-bom,2.18.1,https://github.com/FasterXML/jackson-bom,deps_dev
maven,com.fasterxml.jackson,jackson-bom,2.18.2,https://github.com/FasterXML/jackson-bom,deps_dev
maven,com.fasterxml.jackson,jackson-bom,2.18.3,https://github.com/FasterXML/jackson-bom,deps_dev
maven,com.fasterxml.jackson,jackson-bom,2.18.4.1,https://github.com/FasterXML/jackson-bom,deps_dev
maven,com.fasterxml.jackson,jackson-bom,2.19.0,https://github.com/FasterXML/jackson-bom,deps_dev
maven,com.fasterxml.jackson,jackson-bom,2.19.2,https://github.com/FasterXML/jackson-bom,deps_dev
maven,com.fasterxml.jackson,jackson-bom,2.20.1,https://github.com/FasterXML/jackson-bom,deps_dev
maven,com.fasterxml.jackson.core,jackson-annotations,2.10.0,http://github.com/FasterXML/jackson-annotations,deps_dev
maven,com.fasterxml.jackson.core,jackson-annotations,2.10.1,http://github.com/FasterXML/jackson-annotations,deps_dev
maven,com.fasterxml.jackson.core,jackson-annotations,2.10.3,http://github.com/FasterXML/jackson-annotations,deps_dev
maven,com.fasterxml.jackson.core,jackson-annotations,2.11.0,http://github.com/FasterXML/jackson-annotations,deps_dev
maven,com.fasterxml.jackson.core,jackson-annotations,2.11.1,http://github.com/FasterXML/jackson-annotations,deps_dev
maven,com.fasterxml.jackson.core,jackson-annotations,2.11.3,http://github.com/FasterXML/jackson-annotations,deps_dev
maven,com.fasterxml.jackson.core,jackson-annotations,2.11.4,http://github.com/FasterXML/jackson-annotations,deps_dev
maven,com.fasterxml.jackson.core,jackson-annotations,2.12.0,http://github.com/FasterXML/jackson-annotations,deps_dev
maven,com.fasterxml.jackson.core,jackson-annotations,2.12.2,http://github.com/FasterXML/jackson-annotations,deps_dev
maven,com.fasterxml.jackson.core,jackson-annotations,2.12.7,http://github.com/FasterXML/jackson-annotations,deps_dev
maven,com.fasterxml.jackson.core,jackson-annotations,2.13.0,http://github.com/FasterXML/jackson-annotations,deps_dev
maven,com.fasterxml.jackson.core,jackson-annotations,2.13.2,http://github.com/FasterXML/jackson-annotations,deps_dev
maven,com.fasterxml.jackson.core,jackson-annotations,2.13.3,http://github.com/FasterXML/jackson-annotations,deps_dev
maven,com.fasterxml.jackson.core,jackson-annotations,2.13.4,http://github.com/FasterXML/jackson-annotations,deps_dev
maven,com.fasterxml.jackson.core,jackson-annotations,2.14.0,http://github.com/FasterXML/jackson-annotations,deps_dev
maven,com.fasterxml.jackson.core,jackson-annotations,2.14.0-rc1,http://github.com/FasterXML/jackson-annotations,deps_dev
maven,com.fasterxml.jackson.core,jackson-annotations,2.14.1,http://github.com/FasterXML/jackson-annotations,deps_dev
maven,com.fasterxml.jackson.core,jackson-annotations,2.14.2,http://github.com/FasterXML/jackson-annotations,deps_dev
maven,com.fasterxml.jackson.core,jackson-annotations,2.15.3,http://github.com/FasterXML/jackson-annotations,deps_dev
maven,com.fasterxml.jackson.core,jackson-annotations,2.17.1,http://github.com/FasterXML/jackson-annotations,deps_dev
maven,com.fasterxml.jackson.core,jackson-annotations,2.17.2,http://github.com/FasterXML/jackson-annotations,deps_dev
maven,com.fasterxml.jackson.core,jackson-annotations,2.18.1,http://github.com/FasterXML/jackson-annotations,deps_dev
maven,com.fasterxml.jackson.core,jackson-annotations,2.18.2,http://github.com/FasterXML/jackson-annotations,deps_dev
maven,com.fasterxml.jackson.core,jackson-annotations,2.18.3,http://github.com/FasterXML/jackson-annotations,deps_dev
maven,com.fasterxml.jackson.core,jackson-annotations,2.18.4,http://github.com/FasterXML/jackson-annotations,deps_dev
maven,com.fasterxml.jackson.core,jackson-annotations,2.19.0,http://github.com/FasterXML/jackson-annotations,deps_dev
maven,com.fasterxml.jackson.core,jackson-annotations,2.19.2,http://github.com/FasterXML/jackson-annotations,deps_dev
maven,com.fasterxml.jackson.core,jackson-annotations,2.20,http://github.com/FasterXML/jackson-annotations,deps_dev
maven,com.fasterxml.jackson.core,jackson-annotations,2.8.0,http://github.com/FasterXML/jackson-annotations,deps_dev
maven,com.fasterxml.jackson.core,jackson-annotations,2.9.10,http://github.com/FasterXML/jackson-annotations,deps_dev
maven,com.fasterxml.jackson.core,jackson-core,2.10.0,https://github.com/FasterXML/jackson-core,deps_dev
maven,com.fasterxml.jackson.core,jackson-core,2.10.1,https://github.com/FasterXML/jackson-core,deps_dev
maven,com.fasterxml.jackson.core,jackson-core,2.10.3,https://github.com/FasterXML/jackson-core,deps_dev
maven,com.fasterxml.jackson.core,jackson-core,2.11.0,https://github.com/FasterXML/jackson-core,deps_dev
maven,com.fasterxml.jackson.core,jackson-core,2.11.1,https://github.com/FasterXML/jackson-core,deps_dev
maven,com.fasterxml.jackson.core,jackson-core,2.11.3,https://github.com/FasterXML/jackson-core,deps_dev
maven,com.fasterxml.jackson.core,jackson-core,2.11.4,https://github.com/FasterXML/jackson-core,deps_dev
maven,com.fasterxml.jackson.core,jackson-core,2.12.0,https://github.com/FasterXML/jackson-core,deps_dev
maven,com.fasterxml.jackson.core,jackson-core,2.12.2,https://github.com/FasterXML/jackson-core,deps_dev
maven,com.fasterxml.jackson.core,jackson-core,2.12.5,https://github.com/FasterXML/jackson-core,deps_dev
maven,com.fasterxml.jackson.core,jackson-core,2.12.7,https://github.com/FasterXML/jackson-core,deps_dev
maven,com.fasterxml.jackson.core,jackson-core,2.13.2,https://github.com/FasterXML/jackson-core,deps_dev
maven,com.fasterxml.jackson.core,jackson-core,2.13.3,https://github.com/FasterXML/jackson-core,deps_dev
maven,com.fasterxml.jackson.core,jackson-core,2.13.4,https://github.com/FasterXML/jackson-core,deps_dev
maven,com.fasterxml.jackson.core,jackson-core,2.14.0,https://github.com/FasterXML/jackson-core,deps_dev
maven,com.fasterxml.jackson.core,jackson-core,2.14.0-rc1,https://github.com/FasterXML/jackson-core,deps_dev
maven,com.fasterxml.jackson.core,jackson-core,2.14.1,https://github.com/FasterXML/jackson-core,deps_dev
maven,com.fasterxml.jackson.core,jackson-core,2.14.2,https://github.com/FasterXML/jackson-core,deps_dev
maven,com.fasterxml.jackson.core,jackson-core,2.15.3,https://github.com/FasterXML/jackson-core,deps_dev
maven,com.fasterxml.jackson.core,jackson-core,2.17.1,https://github.com/FasterXML/jackson-core,deps_dev
maven,com.fasterxml.jackson.core,jackson-core,2.17.2,https://github.com/FasterXML/jackson-core,deps_dev
maven,com.fasterxml.jackson.core,jackson-core,2.18.1,https://github.com/FasterXML/jackson-core,deps_dev
maven,com.fasterxml.jackson.core,jackson-core,2.18.2,https://github.com/FasterXML/jackson-core,deps_dev
maven,com.fasterxml.jackson.core,jackson-core,2.18.3,https://github.com/FasterXML/jackson-core,deps_dev
maven,com.fasterxml.jackson.core,jackson-core,2.18.4.1,https://github.com/FasterXML/jackson-core,deps_dev
maven,com.fasterxml.jackson.core,jackson-core,2.19.0,https://github.com/FasterXML/jackson-core,deps_dev
maven,com.fasterxml.jackson.core,jackson-core,2.19.2,https://github.com/FasterXML/jackson-core,deps_dev
maven,com.fasterxml.jackson.core,jackson-core,2.20.1,https://github.com/FasterXML/jackson-core,deps_dev
maven,com.fasterxml.jackson.core,jackson-core,2.7.9,https://github.com/FasterXML/jackson-core,deps_dev
maven,com.fasterxml.jackson.core,jackson-core,2.8.5,https://github.com/FasterXML/jackson-core,deps_dev
maven,com.fasterxml.jackson.core,jackson-core,2.9.10,https://github.com/FasterXML/jackson-core,deps_dev
maven,com.fasterxml.jackson.core,jackson-databind,2.10.0,https://github.com/FasterXML/jackson-databind,deps_dev
maven,com.fasterxml.jackson.core,jackson-databind,2.10.1,https://github.com/FasterXML/jackson-databind,deps_dev
maven,com.fasterxml.jackson.core,jackson-databind,2.10.3,https://github.com/FasterXML/jackson-databind,deps_dev
maven,com.fasterxml.jackson.core,jackson-databind,2.11.0,https://github.com/FasterXML/jackson-databind,deps_dev
maven,com.fasterxml.jackson.core,jackson-databind,2.11.1,https://github.com/FasterXML/jackson-databind,deps_dev
maven,com.fasterxml.jackson.core,jackson-databind,2.11.4,https://github.com/FasterXML/jackson-databind,deps_dev
maven,com.fasterxml.jackson.core,jackson-databind,2.12.0,https://github.com/FasterXML/jackson-databind,deps_dev
maven,com.fasterxml.jackson.core,jackson-databind,2.12.2,https://github.com/FasterXML/jackson-databind,deps_dev
maven,com.fasterxml.jackson.core,jackson-databind,2.12.5,https://github.com/FasterXML/jackson-databind,deps_dev
maven,com.fasterxml.jackson.core,jackson-databind,2.12.7,https://github.com/FasterXML/jackson-databind,deps_dev
maven,com.fasterxml.jackson.core,jackson-databind,2.13.0,https://github.com/FasterXML/jackson-databind,deps_dev
maven,com.fasterxml.jackson.core,jackson-databind,2.13.2.2,https://github.com/FasterXML/jackson-databind,deps_dev
maven,com.fasterxml.jackson.core,jackson-databind,2.13.3,https://github.com/FasterXML/jackson-databind,deps_dev
maven,com.fasterxml.jackson.core,jackson-databind,2.13.4.2,https://github.com/FasterXML/jackson-databind,deps_dev
maven,com.fasterxml.jackson.core,jackson-databind,2.14.0,https://github.com/FasterXML/jackson-databind,deps_dev
maven,com.fasterxml.jackson.core,jackson-databind,2.14.1,https://github.com/FasterXML/jackson-databind,deps_dev
maven,com.fasterxml.jackson.core,jackson-databind,2.14.2,https://github.com/FasterXML/jackson-databind,deps_dev
maven,com.fasterxml.jackson.core,jackson-databind,2.15.3,https://github.com/FasterXML/jackson-databind,deps_dev
maven,com.fasterxml.jackson.core,jackson-databind,2.17.1,https://github.com/FasterXML/jackson-databind,deps_dev
maven,com.fasterxml.jackson.core,jackson-databind,2.17.2,https://github.com/FasterXML/jackson-databind,deps_dev
maven,com.fasterxml.jackson.core,jackson-databind,2.18.1,https://github.com/FasterXML/jackson-databind,deps_dev
maven,com.fasterxml.jackson.core,jackson-databind,2.18.2,https://github.com/FasterXML/jackson-databind,deps_dev
maven,com.fasterxml.jackson.core,jackson-databind,2.18.3,https://github.com/FasterXML/jackson-databind,deps_dev
maven,com.fasterxml.jackson.core,jackson-databind,2.18.4,https://github.com/FasterXML/jackson-databind,deps_dev
maven,com.fasterxml.jackson.core,jackson-databind,2.19.0,https://github.com/FasterXML/jackson-databind,deps_dev
maven,com.fasterxml.jackson.core,jackson-databind,2.19.2,https://github.com/FasterXML/jackson-databind,deps_dev
maven,com.fasterxml.jackson.core,jackson-databind,2.20.1,https://github.com/FasterXML/jackson-databind,deps_dev
maven,com.fasterxml.jackson.core,jackson-databind,2.7.9.3,https://github.com/FasterXML/jackson-databind,deps_dev
maven,com.fasterxml.jackson.core,jackson-databind,2.8.5,https://github.com/FasterXML/jackson-databind,deps_dev
maven,com.fasterxml.jackson.core,jackson-databind,2.9.10.7,https://github.com/FasterXML/jackson-databind,deps_dev
maven,com.fasterxml.jackson.dataformat,jackson-dataformat-avro,2.14.2,https://github.com/FasterXML/jackson-dataformats-binary,deps_dev
maven,com.fasterxml.jackson.dataformat,jackson-dataformat-cbor,2.11.0,https://github.com/FasterXML/jackson-dataformats-binary,deps_dev
maven,com.fasterxml.jackson.dataformat,jackson-dataformat-cbor,2.13.3,https://github.com/FasterXML/jackson-dataformats-binary,deps_dev
maven,com.fasterxml.jackson.dataformat,jackson-dataformat-cbor,2.14.2,https://github.com/FasterXML/jackson-dataformats-binary,deps_dev
maven,com.fasterxml.jackson.dataformat,jackson-dataformat-csv,2.14.0,https://github.com/FasterXML/jackson-dataformats-text,deps_dev
maven,com.fasterxml.jackson.dataformat,jackson-dataformat-properties,2.14.0,https://github.com/FasterXML/jackson-dataformats-text,deps_dev
maven,com.fasterxml.jackson.dataformat,jackson-dataformat-protobuf,2.14.2,https://github.com/FasterXML/jackson-dataformats-binary,deps_dev
maven,com.fasterxml.jackson.dataformat,jackson-dataformat-xml,2.11.3,http://github.com/FasterXML/jackson-dataformat-xml,deps_dev
maven,com.fasterxml.jackson.dataformat,jackson-dataformat-xml,2.13.4,http://github.com/FasterXML/jackson-dataformat-xml,deps_dev
maven,com.fasterxml.jackson.dataformat,jackson-dataformat-xml,2.13.5,http://github.com/FasterXML/jackson-dataformat-xml,deps_dev
maven,com.fasterxml.jackson.dataformat,jackson-dataformat-xml,2.14.0,http://github.com/FasterXML/jackson-dataformat-xml,deps_dev
maven,com.fasterxml.jackson.dataformat,jackson-dataformat-xml,2.14.1,http://github.com/FasterXML/jackson-dataformat-xml,deps_dev
maven,com.fasterxml.jackson.dataformat,jackson-dataformat-xml,2.14.2,http://github.com/FasterXML/jackson-dataformat-xml,deps_dev
maven,com.fasterxml.jackson.dataformat,jackson-dataformat-xml,2.15.3,http://github.com/FasterXML/jackson-dataformat-xml,deps_dev
maven,com.fasterxml.jackson.dataformat,jackson-dataformat-yaml,2.10.3,https://github.com/FasterXML/jackson-dataformats-text,deps_dev
maven,com.fasterxml.jackson.dataformat,jackson-dataformat-yaml,2.14.0,https://github.com/FasterXML/jackson-dataformats-text,deps_dev
maven,com.fasterxml.jackson.dataformat,jackson-dataformat-yaml,2.14.0-rc1,https://github.com/FasterXML/jackson-dataformats-text,deps_dev
maven,com.fasterxml.jackson.dataformat,jackson-dataformat-yaml,2.14.1,https://github.com/FasterXML/jackson-dataformats-text,deps_dev
maven,com.fasterxml.jackson.dataformat,jackson-dataformat-yaml,2.14.2,https://github.com/FasterXML/jackson-dataformats-text,deps_dev
maven,com.fasterxml.jackson.dataformat,jackson-dataformat-yaml,2.18.3,https://github.com/FasterXML/jackson-dataformats-text,deps_dev
maven,com.fasterxml.jackson.dataformat,jackson-dataformat-yaml,2.19.2,https://github.com/FasterXML/jackson-dataformats-text,deps_dev
maven,com.fasterxml.jackson.dataformat,jackson-dataformat-yaml,2.20.1,https://github.com/FasterXML/jackson-dataformats-text,deps_dev
maven,com.fasterxml.jackson.datatype,jackson-datatype-guava,2.12.0,https://github.com/FasterXML/jackson-datatypes-collections,deps_dev
maven,com.fasterxml.jackson.datatype,jackson-datatype-jdk8,2.12.0,http://github.com/FasterXML/jackson-modules-java8,deps_dev
maven,com.fasterxml.jackson.datatype,jackson-datatype-jdk8,2.13.3,http://github.com/FasterXML/jackson-modules-java8,deps_dev
maven,com.fasterxml.jackson.datatype,jackson-datatype-jdk8,2.14.1,http://github.com/FasterXML/jackson-modules-java8,deps_dev
maven,com.fasterxml.jackson.datatype,jackson-datatype-jdk8,2.14.2,http://github.com/FasterXML/jackson-modules-java8,deps_dev
maven,com.fasterxml.jackson.datatype,jackson-datatype-jdk8,2.18.1,http://github.com/FasterXML/jackson-modules-java8,deps_dev
maven,com.fasterxml.jackson.datatype,jackson-datatype-jdk8,2.19.0,http://github.com/FasterXML/jackson-modules-java8,deps_dev
maven,com.fasterxml.jackson.datatype,jackson-datatype-jdk8,2.20.1,http://github.com/FasterXML/jackson-modules-java8,deps_dev
maven,com.fasterxml.jackson.datatype,jackson-datatype-joda,2.14.2,https://github.com/FasterXML/jackson-datatype-joda,deps_dev
maven,com.fasterxml.jackson.datatype,jackson-datatype-jsr310,2.13.3,http://github.com/FasterXML/jackson-modules-java8,deps_dev
maven,com.fasterxml.jackson.datatype,jackson-datatype-jsr310,2.13.4,http://github.com/FasterXML/jackson-modules-java8,deps_dev
maven,com.fasterxml.jackson.datatype,jackson-datatype-jsr310,2.14.0,http://github.com/FasterXML/jackson-modules-java8,deps_dev
maven,com.fasterxml.jackson.datatype,jackson-datatype-jsr310,2.14.1,http://github.com/FasterXML/jackson-modules-java8,deps_dev
maven,com.fasterxml.jackson.datatype,jackson-datatype-jsr310,2.14.2,http://github.com/FasterXML/jackson-modules-java8,deps_dev
maven,com.fasterxml.jackson.datatype,jackson-datatype-jsr310,2.17.2,http://github.com/FasterXML/jackson-modules-java8,deps_dev
maven,com.fasterxml.jackson.datatype,jackson-datatype-jsr310,2.18.1,http://github.com/FasterXML/jackson-modules-java8,deps_dev
maven,com.fasterxml.jackson.datatype,jackson-datatype-jsr310,2.18.4,http://github.com/FasterXML/jackson-modules-java8,deps_dev
maven,com.fasterxml.jackson.datatype,jackson-datatype-jsr310,2.19.0,http://github.com/FasterXML/jackson-modules-java8,deps_dev
maven,com.fasterxml.jackson.datatype,jackson-datatype-jsr310,2.19.2,http://github.com/FasterXML/jackson-modules-java8,deps_dev
maven,com.fasterxml.jackson.datatype,jackson-datatype-jsr310,2.20.1,http://github.com/FasterXML/jackson-modules-java8,deps_dev
maven,com.fasterxml.jackson.jakarta.rs,jackson-jakarta-rs-base,2.14.2,https://github.com/FasterXML/jackson-jakarta-rs-providers,deps_dev
maven,com.fasterxml.jackson.jakarta.rs,jackson-jakarta-rs-json-provider,2.14.2,https://github.com/FasterXML/jackson-jakarta-rs-providers,deps_dev
maven,com.fasterxml.jackson.jaxrs,jackson-jaxrs-base,2.10.3,https://github.com/FasterXML/jackson-jaxrs-providers,deps_dev
maven,com.fasterxml.jackson.jaxrs,jackson-jaxrs-base,2.12.7,https://github.com/FasterXML/jackson-jaxrs-providers,deps_dev
maven,com.fasterxml.jackson.jaxrs,jackson-jaxrs-base,2.13.3,https://github.com/FasterXML/jackson-jaxrs-providers,deps_dev
maven,com.fasterxml.jackson.jaxrs,jackson-jaxrs-json-provider,2.10.3,https://github.com/FasterXML/jackson-jaxrs-providers,deps_dev
maven,com.fasterxml.jackson.jaxrs,jackson-jaxrs-json-provider,2.12.7,https://github.com/FasterXML/jackson-jaxrs-providers,deps_dev
maven,com.fasterxml.jackson.jaxrs,jackson-jaxrs-json-provider,2.13.3,https://github.com/FasterXML/jackson-jaxrs-providers,deps_dev
maven,com.fasterxml.jackson.jr,jackson-jr-objects,2.11.0,https://github.com/FasterXML/jackson-jr,deps_dev
maven,com.fasterxml.jackson.module,jackson-module-afterburner,2.13.3,https://github.com/FasterXML/jackson-modules-base,deps_dev
maven,com.fasterxml.jackson.module,jackson-module-jakarta-xmlbind-annotations,2.14.2,https://github.com/FasterXML/jackson-modules-base,deps_dev
maven,com.fasterxml.jackson.module,jackson-module-jaxb-annotations,2.10.3,https://github.com/FasterXML/jackson-modules-base,deps_dev
maven,com.fasterxml.jackson.module,jackson-module-jaxb-annotations,2.11.3,https://github.com/FasterXML/jackson-modules-base,deps_dev
maven,com.fasterxml.jackson.module,jackson-module-jaxb-annotations,2.12.7,https://github.com/FasterXML/jackson-modules-base,deps_dev
maven,com.fasterxml.jackson.module,jackson-module-jaxb-annotations,2.13.3,https://github.com/FasterXML/jackson-modules-base,deps_dev
maven,com.fasterxml.jackson.module,jackson-module-jsonSchema,2.13.2,http://github.com/FasterXML/jackson-module-jsonSchema,deps_dev
maven,com.fasterxml.jackson.module,jackson-module-jsonSchema,2.14.2,http://github.com/FasterXML/jackson-module-jsonSchema,deps_dev
maven,com.fasterxml.jackson.module,jackson-module-jsonSchema,2.19.2,http://github.com/FasterXML/jackson-module-jsonSchema,deps_dev
maven,com.fasterxml.jackson.module,jackson-module-jsonSchema,2.20.1,http://github.com/FasterXML/jackson-module-jsonSchema,deps_dev
maven,com.fasterxml.jackson.module,jackson-module-kotlin,2.15.3,https://github.com/FasterXML/jackson-module-kotlin,deps_dev
maven,com.fasterxml.jackson.module,jackson-module-kotlin,2.17.1,https://github.com/FasterXML/jackson-module-kotlin,deps_dev
maven,com.fasterxml.jackson.module,jackson-module-kotlin,2.18.1,https://github.com/FasterXML/jackson-module-kotlin,deps_dev
maven,com.fasterxml.jackson.module,jackson-module-kotlin,2.18.2,https://github.com/FasterXML/jackson-module-kotlin,deps_dev
maven,com.fasterxml.jackson.module,jackson-module-kotlin,2.19.2,https://github.com/FasterXML/jackson-module-kotlin,deps_dev
maven,com.fasterxml.jackson.module,jackson-module-kotlin,2.20.1,https://github.com/FasterXML/jackson-module-kotlin,deps_dev
maven,com.fasterxml.jackson.module,jackson-module-parameter-names,2.19.0,http://github.com/FasterXML/jackson-modules-java8,deps_dev
maven,com.fasterxml.jackson.module,jackson-module-parameter-names,2.20.1,http://github.com/FasterXML/jackson-modules-java8,deps_dev
maven,com.fasterxml.woodstox,woodstox-core,5.2.1,https://github.com/FasterXML/woodstox,deps_dev
maven,com.fasterxml.woodstox,woodstox-core,5.3.0,https://github.com/FasterXML/woodstox,deps_dev
maven,com.fasterxml.woodstox,woodstox-core,6.2.1,https://github.com/FasterXML/woodstox,deps_dev
maven,com.fasterxml.woodstox,woodstox-core,6.2.4,https://github.com/FasterXML/woodstox,deps_dev
maven,com.fasterxml.woodstox,woodstox-core,6.2.6,https://github.com/FasterXML/woodstox,deps_dev
maven,com.fasterxml.woodstox,woodstox-core,6.4.0,https://github.com/FasterXML/woodstox,deps_dev
maven,com.fasterxml.woodstox,woodstox-core,6.5.0,https://github.com/FasterXML/woodstox,deps_dev
maven,com.fasterxml.woodstox,woodstox-core,6.5.1,https://github.com/FasterXML/woodstox,deps_dev
maven,com.fasterxml.woodstox,woodstox-core,7.0.0,https://github.com/FasterXML/woodstox,deps_dev
maven,com.fazecast,jSerialComm,2.9.2,https://github.com/Fazecast/jSerialComm,deps_dev
maven,com.github.albfernandez,juniversalchardet,2.4.0,git@github.com:albfernandez/juniversalchardet,deps_dev
maven,com.github.ben-manes.caffeine,caffeine,2.7.0,https://github.com/ben-manes/caffeine,deps_dev
maven,com.github.ben-manes.caffeine,caffeine,2.9.3,https://github.com/ben-manes/caffeine,deps_dev
maven,com.github.ben-manes.caffeine,caffeine,3.1.1,https://github.com/ben-manes/caffeine,deps_dev
maven,com.github.ben-manes.caffeine,caffeine,3.1.5,https://github.com/ben-manes/caffeine,deps_dev
maven,com.github.ben-manes.caffeine,caffeine,3.2.3,https://github.com/ben-manes/caffeine,deps_dev
maven,com.github.docker-java,docker-java,3.2.13,git@github.com:docker-java/docker-java,deps_dev
maven,com.github.docker-java,docker-java-api,3.2.13,git@github.com:docker-java/docker-java,deps_dev
maven,com.github.docker-java,docker-java-api,3.4.2,git@github.com:docker-java/docker-java,deps_dev
maven,com.github.docker-java,docker-java-api,3.6.0,git@github.com:docker-java/docker-java,deps_dev
maven,com.github.docker-java,docker-java-api,3.7.0,git@github.com:docker-java/docker-java,deps_dev
maven,com.github.docker-java,docker-java-core,3.2.13,git@github.com:docker-java/docker-java,deps_dev
maven,com.github.docker-java,docker-java-transport,3.2.13,git@github.com:docker-java/docker-java,deps_dev
maven,com.github.docker-java,docker-java-transport,3.4.2,git@github.com:docker-java/docker-java,deps_dev
maven,com.github.docker-java,docker-java-transport,3.7.0,git@github.com:docker-java/docker-java,deps_dev
maven,com.github.docker-java,docker-java-transport-jersey,3.2.13,git@github.com:docker-java/docker-java,deps_dev
maven,com.github.docker-java,docker-java-transport-netty,3.2.13,git@github.com:docker-java/docker-java,deps_dev
maven,com.github.docker-java,docker-java-transport-zerodep,3.2.13,git@github.com:docker-java/docker-java,deps_dev
maven,com.github.docker-java,docker-java-transport-zerodep,3.4.2,git@github.com:docker-java/docker-java,deps_dev
maven,com.github.docker-java,docker-java-transport-zerodep,3.7.0,git@github.com:docker-java/docker-java,deps_dev
maven,com.github.fge,btf,1.2,git@github.com:fge/btf,deps_dev
maven,com.github.fge,jackson-coreutils,1.6,git@github.com:fge/jackson-coreutils,deps_dev
maven,com.github.fge,json-patch,1.9,git@github.com:fge/json-patch,deps_dev
maven,com.github.fge,msg-simple,1.1,git@github.com:fge/msg-simple,deps_dev
maven,com.github.fommil,jniloader,1.1,https://github.com/fommil/jniloader,deps_dev
maven,com.github.fommil.netlib,all,1.1.2,https://github.com/fommil/netlib-java,deps_dev
maven,com.github.fommil.netlib,core,1.1,https://github.com/fommil/netlib-java,deps_dev
maven,com.github.fommil.netlib,native_ref-java,1.1,https://github.com/fommil/netlib-java,deps_dev
maven,com.github.fommil.netlib,native_system-java,1.1,https://github.com/fommil/netlib-java,deps_dev
maven,com.github.fommil.netlib,netlib-native_ref-linux-armhf,1.1,https://github.com/fommil/netlib-java,deps_dev
maven,com.github.fommil.netlib,netlib-native_ref-linux-i686,1.1,https://github.com/fommil/netlib-java,deps_dev
maven,com.github.fommil.netlib,netlib-native_ref-linux-x86_64,1.1,https://github.com/fommil/netlib-java,deps_dev
maven,com.github.fommil.netlib,netlib-native_ref-osx-x86_64,1.1,https://github.com/fommil/netlib-java,deps_dev
maven,com.github.fommil.netlib,netlib-native_ref-win-i686,1.1,https://github.com/fommil/netlib-java,deps_dev
maven,com.github.fommil.netlib,netlib-native_ref-win-x86_64,1.1,https://github.com/fommil/netlib-java,deps_dev
maven,com.github.fommil.netlib,netlib-native_system-linux-armhf,1.1,https://github.com/fommil/netlib-java,deps_dev
maven,com.github.fommil.netlib,netlib-native_system-linux-i686,1.1,https://github.com/fommil/netlib-java,deps_dev
maven,com.github.fommil.netlib,netlib-native_system-linux-x86_64,1.1,https://github.com/fommil/netlib-java,deps_dev
maven,com.github.fommil.netlib,netlib-native_system-osx-x86_64,1.1,https://github.com/fommil/netlib-java,deps_dev
maven,com.github.fommil.netlib,netlib-native_system-win-i686,1.1,https://github.com/fommil/netlib-java,deps_dev
maven,com.github.fommil.netlib,netlib-native_system-win-x86_64,1.1,https://github.com/fommil/netlib-java,deps_dev
maven,com.github.fracpete,jclipboardhelper,0.1.0,https://github.com/fracpete/jclipboardhelper,deps_dev
